id,questionTitle,category,image,subCategory,answerItems
令129条の10 2項,エレベーターの制御装置の構造の規定。,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の10 2項""}]"
令129条の10 3項,エレベーターに設けなければならない安全装置の規定。,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の10 3項""}]"
令129条の12,エスカレーターの構造を規定,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の12""}]"
令129条の13の3 3項五号,非常用エレベーターの乗降ロビーの内装制限。,法規（内装制限）,,,"[{""label"":""条文"",""value"":""令129条の13の3 3項五号""}]"
令129条の2の4 1項七号,給水管、配電管その他の管が防火区画等を貫通する場合の給水管、配電管その他の管の構造の規定。,法規（防火区画）,,,"[{""label"":""条文"",""value"":""令129条の2の4 1項七号""}]"
令129条の2の4,給水、排水その他の配管設備の設置や構造を規定。給排水管のほか空調も含む。,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の2の4""}]"
令129条の2の4,給水、排水その他の配管設備の構造の規定。,法規（null）,,,"[{""label"":""条文"",""value"":""令129条の2の4""}]"
令129条の2の5,自然換気設備、機械換気設備、中央管理式の空気調和設備による換気設備の技術的基準が記載。,法規（換気）,,,"[{""label"":""条文"",""value"":""令129条の2の5""}]"
令129条の6,エレベーターのかごの構造を規定,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の6""}]"
令129条の7,エレベーターの昇降路の構造を規定,法規（避雷針、便所、その他設備）,,,"[{""label"":""条文"",""value"":""令129条の7""}]"
令129条の9 1項五号,エレベーターの機械室のみに通ずる階段の寸法が記載。,法規（階段）,,,"[{""label"":""条文"",""value"":""令129条の9 1項五号""}]"
令130条の12,道路斜線制限のセットバック緩和で、後退距離の算定時、除かれる構造物。,法規（高さ制限）,,,"[{""label"":""条文"",""value"":""令130条の12""}]"
令130条の3～130の12,別表第2で政令で定めるそれぞれの地域で建築することができる/してはならない建築物の用途と構造の規定。,法規（用途制限）,,,"[{""label"":""条文"",""value"":""令130条の3～130の12""}]"
令135条の18,みなし緩和の算定方法。,法規（面積制限）,,,"[{""label"":""条文"",""value"":""令135条の18""}]"
令135条の3,隣地斜線制限の緩和規定。,法規（高さ制限）,,,"[{""label"":""条文"",""value"":""令135条の3""}]"
令135条の4,北側斜線制限の緩和規定。,法規（高さ制限）,,,"[{""label"":""条文"",""value"":""令135条の4""}]"
令136条の2,法61条の（準）防火地域内にある建築物の技術的基準が記載。,法規（耐火建築物、防火地域、耐火構造、防火設備）,,,"[{""label"":""条文"",""value"":""令136条の2""}]"
令136条の2の5,地区計画等の区域内で条例により建築制限を定める際の基準。,法規（総合設計、地区計画、建築協定）,,,"[{""label"":""条文"",""value"":""令136条の2の5""}]"
令137条の18,,法規（確認ほか手続き）,,,"[{""label"":""条文"",""value"":""令137条の18""}]"
令137条の2～137の12,法86条の7での政令で定める増築・改修等の範囲の規定。ここの基準に適合しない場合は、それぞれ定める法に従う必要がある。,法規（null）,,,"[{""label"":""条文"",""value"":""令137条の2～137の12""}]"
令144条の4,法42条1項五号の政令で定める基準を規定。,法規（道路）,,,"[{""label"":""条文"",""value"":""令144条の4""}]"
令14条の2,令16条2項に規定される定期調査をしなければならない政令で定める建築物,法規（確認ほか手続き）,,,"[{""label"":""条文"",""value"":""令14条の2""}]"
令20条の2,法28条2項、3項にある、政令で定める換気設備の技術的基準が記載。一号に自然換気ができないものもあるため用確認。,法規（換気）,,,"[{""label"":""条文"",""value"":""令20条の2""}]"
令20条の3 1項,法28条3項で換気設備が必要ないとして政令で定める基準を記載。,法規（換気）,,,"[{""label"":""条文"",""value"":""令20条の3 1項""}]"
令20条の3 2項,火を使う室の換気設備の構造の規定。,法規（換気）,,,"[{""label"":""条文"",""value"":""令20条の3 2項""}]"
令20条の7,法28条の2 1項三号での技術的基準の一つ。ホルムアルデヒド含有材料で第一種は使用不可、第二種、三種は仕上げ面積に一定の値を乗じた値が床面積を超えてはいけない。,法規（換気）,,,"[{""label"":""条文"",""value"":""令20条の7""}]"
令20条の8,法28条の2 1項三号での技術的基準の一つ。ホルムアルデヒドに係る換気の基準。,法規（換気）,,,"[{""label"":""条文"",""value"":""令20条の8""}]"
令22条の2,地階における住宅等の居室が防湿の措置として必要な技術的基準を記載。,法規（換気）,,,"[{""label"":""条文"",""value"":""令22条の2""}]"
令36条の3,構造設計の原則。,法規（構造方法、構造計算）,,,"[{""label"":""条文"",""value"":""令36条の3""}]"
令36条の4,法20条の2項で定める別の建築物と見做すことができる部分,法規（null）,,,"[{""label"":""条文"",""value"":""令36条の4""}]"
令37～80条の3,それぞれの構造方法の仕様規定,法規（構造方法、構造計算）,,,"[{""label"":""条文"",""value"":""令37～80条の3""}]"
令82条の4,保有水平耐力計算④ 屋根、外装材、腸壁の構造の規定,法規（null）,,,"[{""label"":""条文"",""value"":""令82条の4""}]"
令83～88条,建築物に作用する荷重及び外力の算定。,法規（構造方法、構造計算）,,,"[{""label"":""条文"",""value"":""令83～88条""}]"
令89～94条,許容応力度の算定。,法規（構造方法、構造計算）,,,"[{""label"":""条文"",""value"":""令89～94条""}]"
令95～99条,材料強度の算定。,法規（構造方法、構造計算）,,,"[{""label"":""条文"",""value"":""令95～99条""}]"
